name,postal_code,latitude,longitude
Bar Zum schmutzigen Hobby,10245.0,52.5079,13.453489999999999
Primitiv Bar,10245.0,52.50864,13.455770000000001
Centopassi,10245.0,52.50937,13.46504
Crack Bellmer Bar,10245.0,52.5076,13.45478
Spielwiese,10245.0,52.510419999999996,13.45405
Raumklang Bar,10245.0,52.510040000000004,13.454939999999999
Café Crêperie Melt,10245.0,52.51214,13.453829999999998
Friedrich’s Hahn Bar,10245.0,52.50773,13.453710000000001
Bar Grosse Freiheit 114,10245.0,52.51348,13.45612
euphoria Restaurant Bar,10245.0,52.511630000000004,13.45669
Astro-Bar,10245.0,52.51121,13.45703
Fargo,10245.0,52.511390000000006,13.460070000000002
CRUSH XV Bar Cocktails,10245.0,52.511340000000004,13.46129
Carlotta Bar,10245.0,52.50509,13.46589
Café Uebereck,10245.0,52.50546,13.4664
Paule's Metal Eck,10245.0,52.510690000000004,13.45685
Milja & Schäfa,10245.0,52.50453,13.468229999999998
Mini Lounge am Ostkreuz,10245.0,52.5046,13.46853
Ella Back & Cafe,10245.0,52.51359,13.45505
Restaurant Stock und Stein,10245.0,52.50866,13.460870000000002
Love In Another Language,10245.0,52.509859999999996,13.456829999999998
Cocktail und Shisha Bar Barlou,10245.0,52.51095,13.4586
Dino Bar,10245.0,52.51132,13.45835
El Atelier - Tapas Bar,10245.0,52.51181,13.46124
Restaurant Kurhaus Korsakow,10245.0,52.511219999999994,13.4609
Kaptn,10245.0,52.50918000000001,13.45611
Victoria Stadler,10245.0,52.5062,13.470579999999998
EKŌ,10245.0,52.508919999999996,13.45985
The Laboratory,10245.0,52.51119,13.461470000000002
Noa Lounge 108,10245.0,52.51305,13.45749
booze bar berlin,10245.0,52.512809999999995,13.4587
Intimes,10245.0,52.51288,13.45832
My Bar,10245.0,52.517309999999995,13.465589999999999
Protokoll Taproom - Craft Beer Bar,10245.0,52.51315,13.457070000000002
Luck Restaurant,10245.0,52.5067,13.47052
Backnixe,10245.0,52.496140000000004,13.47435
Aliriza Yildiz bakery and ice cream parlor,10245.0,52.495619999999995,13.468210000000001
Velicious Cafe,10245.0,52.50555,13.46705
LÜCK'S,10245.0,52.506319999999995,13.46529
Imbiss,10245.0,52.506780000000006,13.4648
SORA - Vietnamese Vegan Cuisine,10245.0,52.506190000000004,13.465129999999998
Neu Delhi,10245.0,52.509330000000006,13.46574
ZUKUNFT am Ostkreuz,10245.0,52.50166,13.46558
Chợ Dông,10245.0,52.50688,13.46824
5 Places Burger House,10245.0,52.50889,13.45602
Kiez Döner (Persisch),10245.0,52.50865,13.460579999999998
Marafina,10245.0,52.50869,13.461960000000001
Salt and Pepper,10245.0,52.50515,13.469029999999998
Mama Vietnamese Street food,10245.0,52.50974,13.45814
Masteca e Tasi,10245.0,52.50722,13.470989999999999
Restaurant Caminetto,10245.0,52.505280000000006,13.467239999999999
Patta - Finest Baked Potatoes,10245.0,52.51059,13.457360000000001
1990 Vegan living,10245.0,52.51039,13.45856
Yogi-Ashram indisches Restaurant,10245.0,52.5101,13.458
NAPOLI Pizza & Pasta,10245.0,52.50985,13.455770000000001
Bäckerei Pankow,10245.0,52.503659999999996,13.45315
Spluffin Store,10245.0,52.50819,13.454189999999999
Wahrhaft Nahrhaft,10245.0,52.50755,13.45638
Bäckerei Süß,10245.0,52.50615,13.469929999999998
Cozys Coffee,10245.0,52.511109999999995,13.4585
BÄCKEREI PERLE,10245.0,52.50835,13.46323
Holi Cow - Indian Street Food,10245.0,52.50833000000001,13.451360000000001
La Baraca,10245.0,52.5071,13.45447
Goura Pakora,10245.0,52.510630000000006,13.457329999999999
Burger Jam(Currybox),10245.0,52.51245,13.45873
Muday,10245.0,52.51243,13.45381
Pirate's Pizza and Pasta,10245.0,52.51041,13.45439
Cayetano,10245.0,52.5102,13.45605
HASE - red rabbit bar,10245.0,52.50994,13.45829
Chapel,10245.0,52.50569,13.46611
Plusminusnull (±0) Restaurant Bar Lounge,10245.0,52.51181,13.4575
Feuermelder,10245.0,52.51015,13.460339999999999
Gate7,10245.0,52.505930000000006,13.46716
Luft und Liebe Berlin,10245.0,52.51257,13.45795
buergers.essen&trinken,10245.0,52.49589,13.467929999999999
Kürbishütte 1905,10245.0,52.50917,13.456129999999998
Haroun,10245.0,52.50581999999999,13.4697
Emma Pea,10245.0,52.50747,13.454479999999998
Adara Lounge,10245.0,52.50723000000001,13.468470000000002
Oktagon Kebab,10245.0,52.50853000000001,13.45236
Khwan,10245.0,52.50739,13.45571
Schwarze Heidi Fondue Hütte Pop Up,10245.0,52.50771999999999,13.45425
Blechbilderbar,10245.0,52.50999,13.4566
Almayas,10245.0,52.5114,13.45989
Süß War Gestern,10245.0,52.508559999999996,13.46105
Ertan Balcik Bistro,10245.0,52.49898,13.46432
Harina in Love - El Bodegon,10245.0,52.49313000000001,13.465589999999999
Stilbruch Kaffee,10245.0,52.508280000000006,13.453389999999999
FrydayBerlin,10245.0,52.512719999999995,13.459029999999998
BARWAS - frische israelische Küche vegetarisch und vegan,10245.0,52.505869999999994,13.4634
Restaurant La Cesta,10245.0,52.502680000000005,13.4546
nano FALAFEL,10245.0,52.50611,13.46986
BBB Berlin,10245.0,52.50455,13.467970000000001
Hüftgold,10245.0,52.50561,13.4695
Al Gazali - Schawarma Falafel,10245.0,52.510369999999995,13.45899
Vöner,10245.0,52.50669,13.468760000000001
Happy Asia,10245.0,52.506609999999995,13.468929999999999
Hello Sushi,10245.0,52.50466,13.46863
Crispy’s Chicken,10245.0,52.50459,13.46845
Harapeco - Okonomiyaki and Sake Bar,10245.0,52.505109999999995,13.4695
Fischschuppen,10245.0,52.50646,13.47003
NÔÔRI - fresh Vietnamese Streetfood,10245.0,52.505759999999995,13.470070000000002
Pan Bao Burger,10245.0,52.50549,13.469829999999998
Avocado Club,10245.0,52.50826,13.46613
Burgeramt,10245.0,52.51025,13.45965
Kandaka,10245.0,52.5099,13.46015
Le Pique-Nique Foodtruck @ Boxhagener Platz,10245.0,52.51033,13.46061
Nyom,10245.0,52.51065,13.45827
Iro Izakaya,10245.0,52.5104,13.45873
"Tommi's Burger Joint, Boxhagener Platz",10245.0,52.51088000000001,13.458279999999998
li.ke : serious||thai||vegan,10245.0,52.51165,13.458670000000001
Beirut-der-70er,10245.0,52.51088000000001,13.4614
Pi Frühstückshaus,10245.0,52.51144,13.461379999999998
Rice In,10245.0,52.51075,13.461960000000001
KLEiNES SONNTAG,10245.0,52.50583,13.46594
Restaurant Habana,10245.0,52.511880000000005,13.4568
Lemongrass,10245.0,52.51249,13.45718
Dem Back,10245.0,52.50326999999999,13.45355
Hako Ramen am Boxi,10245.0,52.51256,13.458029999999999
Hangmee Exotiq Finest Asian Food,10245.0,52.51302,13.457679999999998
Nora's Garden,10245.0,52.512480000000004,13.457820000000002
Soylent Bar,10245.0,52.509890000000006,13.45825
Sport-Klause,10245.0,52.500980000000006,13.4592
Lisboa Bar am Boxi,10245.0,52.51035,13.45911
Labor,10245.0,52.511140000000005,13.46159
11n Lounge,10245.0,52.51171,13.45655
Keyif Cocktailbar & Shisha,10245.0,52.51206,13.461329999999998
Rooster Events,10245.0,52.507630000000006,13.454360000000001
The Happy Pig,10245.0,52.5067,13.468029999999999
Compass Berlin,10245.0,52.50753,13.47124
HOME Bar,10245.0,52.507090000000005,13.47085
Natur Eis Berlin Friedrichshain,10245.0,52.508419999999994,13.45994
Café & BackShop ~ZurSüßenEcke~,10245.0,52.50886,13.461720000000001
Alte Turnhalle Berlin,10245.0,52.50722,13.46527
Bagelmann Café,10245.0,52.50546,13.469370000000001
Schwäbische Bäckerei,10245.0,52.5064,13.47073
Brotquelle,10245.0,52.50845,13.45975
Bettenhaus Berlin,10245.0,52.505559999999996,13.466239999999999
The Gentle Jaunt,10245.0,52.5088,13.455379999999998
Anu Bar Berlin,10245.0,52.51268,13.45929
Khwan ควัน,10245.0,52.50739,13.45571
Kiez(Irsnisch),10245.0,52.508880000000005,13.45994
Curry & Chili - Warschauer Straße/Stralauer Allee,10245.0,52.50289,13.447510000000001
NÔÔRI,10245.0,52.50581999999999,13.470120000000001
Café Uebereck,10245.0,52.505559999999996,13.466239999999999
Happy Asia,10245.0,52.50658000000001,13.46902
Falafel Humbaba,10245.0,52.510369999999995,13.456760000000001
QA Restaurant SELENIUM,10245.0,52.51011,13.464089999999999
Szimpla Berlin,10245.0,52.51118,13.461210000000001
East West Bridge,10245.0,52.5112,13.456529999999999
Funk You - Natural Food,10245.0,52.50545,13.336129999999999
Burgers Berlin,10245.0,52.504819999999995,13.4678
scoom,10245.0,52.50342,13.46846
Die Tagung,10245.0,52.5095,13.458329999999998
Yoko Sushi,10245.0,52.50995,13.464189999999999
papaya thai cuisine am boxhagener,10245.0,52.51071999999999,13.458070000000001
BackWerk,10245.0,52.50495,13.46936
Call a Pizza,10245.0,52.506080000000004,13.46616
Transit,10245.0,52.50595,13.465810000000001
Eatside im Universal Haus,10245.0,52.50195,13.44798
Santa Cantina,10245.0,52.50849,13.45527
Restaurant Die Turnhalle,10245.0,52.50711,13.465
LE CROBAG,10245.0,52.50326,13.469439999999999
What a wurst,10245.0,52.5083,13.4511
AsiaGoFresh,10245.0,52.50294,13.46928
Backwerk,10245.0,52.503890000000006,13.469660000000001
MACHETE Berlin,10245.0,52.50569,13.469570000000001
Machete II,10245.0,52.50845,13.46372
Sushi For You,10245.0,52.51311,13.45735
Papaya Vegan,10245.0,52.51061,13.457139999999999
Aceto Lokanta - Pizza Dach,10245.0,52.51054,13.45623
Aceto Lokanta,10245.0,52.50707,13.46875
Aladin's Restaurant,10245.0,52.51311,13.456220000000002
Domino's Pizza Berlin Frankfurter Tor,10245.0,52.51314,13.45723
Domino's Pizza Berlin Boxhagener Platz,10245.0,52.51246999999999,13.46016
Hannibal Restaurant,10245.0,52.509159999999994,13.459929999999998
Eismanufaktur Berlin,10245.0,52.508219999999994,13.459489999999999
MERCOSY,10245.0,52.50853000000001,13.45236
Kaffeehaus KuchenRausch,10245.0,52.51276,13.45723
KuchenRausch's Feinbäckerei,10245.0,52.50851,13.462639999999999
Kreuzburger,10245.0,52.51181,13.45553
Haroun,10245.0,52.50857,13.451989999999999
Ali Baba,10245.0,52.51056,13.457579999999998
Schiller Burger,10245.0,52.50875,13.46044
TRES CABEZAS Kaffeerösterei Berlin,10245.0,52.50716,13.468539999999999
Goldammer Cocktailbar & Shishalounge,10245.0,52.51333,13.455789999999999
The Fresh Seeds,10245.0,52.50639,13.469439999999999
Miyaki Sushi,10245.0,52.51405,13.45439
MAMMAM Garküche Street Food aus Vietnam und Thailand,10245.0,52.51085,13.457220000000001
Steinecke,10245.0,52.51155,13.4572
weinkehr - Weinbar,10245.0,52.508430000000004,13.45921
Badfish Friedrichshain,10245.0,52.51048,13.457889999999999
Bottega FH,10245.0,52.511140000000005,13.46159
BIO COMPANY Boxhagener Straße,10245.0,52.50696,13.46892
RESTAURANT VIA NOVA,10245.0,52.508390000000006,13.45315
ciao bella,10247.0,52.5141,13.474879999999999
Samariga Gastronomie GmbH,10247.0,52.516169999999995,13.46527
Ring Döner,10247.0,52.5141,13.468470000000002
Asia Thanh,10247.0,52.51803,13.45526
Pk Bar,10247.0,52.51359,13.460429999999999
DAPOS Sportstätten GmbH & Co Gaststättenbetriebs- und Handels KG,10247.0,52.519619999999996,13.46696
Roj Cafe Bar,10247.0,52.51667,13.46149
Thu An GmbH Sushi Deli,10247.0,52.51384,13.471179999999999
thang long,10247.0,52.514019999999995,13.474329999999998
Petit Cafe & Rösterei,10247.0,52.51654,13.462489999999999
Bcka Rein,10405.0,52.535019999999996,13.42257
Mediterranes Restaurant Mio,10247.0,52.51578000000001,13.46455
Cafe Milchgesicht,10247.0,52.51461,13.46301
Klubnika bar,10247.0,52.51367,13.47275
Mustafa Demir's Gemüse Kebap,10247.0,52.51436999999999,13.47476
Don Camillo,10247.0,52.51478,13.466460000000001
Bet3000,10247.0,52.51501,13.464789999999999
Lotos Yoga,10247.0,52.51149,13.468779999999999
Samariter Shop,10247.0,52.51673,13.46553
Pride Warehouse,10247.0,52.512409999999996,13.463420000000001
Avalon,10247.0,52.51226,13.472660000000001
Mishba,10247.0,52.51415,13.47485
Filmrisz,10247.0,52.518480000000004,13.45526
Oh la la,10247.0,52.512769999999996,13.462270000000002
E & B Gastronomie Ltd.,10247.0,52.516169999999995,13.46527
Ahmet Ekinci Imbiss Cocktailbar,10247.0,52.51675,13.461479999999998
China Bistro im Plaza,10247.0,52.515130000000006,13.468679999999999
GASTRO STAR Ltd,10318.0,52.47671999999999,13.5295
ciao bella Pizzeria am Ringcenter 1,10247.0,52.51407,13.47393
Nunema Back Café,10247.0,52.516259999999996,13.47223
Café Lavin,10247.0,52.51469,13.46011
billakiss Gemüse-Kebab,10247.0,52.514619999999994,13.4634
Restaurante,10247.0,52.51351,13.462620000000001
Abbas Bilgin Allee-Bistro,10247.0,52.51375,13.47212
Schankwirtschaft Erdal Akcan,10247.0,52.514880000000005,13.473870000000002
LA14 Berlin,10247.0,52.51191,13.4661
Tagblatt,10247.0,52.514469999999996,13.4612
Cafe,10247.0,52.51286999999999,13.46906
Glanz & Gloria Gastro GmbH,10247.0,52.51396999999999,13.45834
18,10247.0,52.514469999999996,13.45915
Bitte und Danke,10247.0,52.516169999999995,13.46354
Germania Avci Sportsbar,10247.0,52.513769999999994,13.472170000000002
Corner Back,10247.0,52.51405,13.4736
L2 - Smoke Meat Everyday,10247.0,52.51651,13.46054
Die Garbe,10247.0,52.514759999999995,13.46235
BMH Gastro GmbH,10247.0,52.511019999999995,13.46824
Unseriös Mini Tanz.Bar,10247.0,52.51634,13.463970000000002
Laguna,10247.0,52.51364,13.47066
Oi Zosch,10247.0,52.51688000000001,13.461670000000002
Mama Maria's,10247.0,52.51331999999999,13.479339999999999
Femo Döner - Burger - Hähnchen,10247.0,52.52372,13.4634
Undine Backhaus,10247.0,52.51324,13.47006
GVL Gastronomische Versorgungsleistung GmbH,10317.0,52.505390000000006,13.47209
Fischladen,10247.0,52.51716999999999,13.461920000000001
F-Hain 102,10247.0,52.51501999999999,13.46445
Schreiner's,10247.0,52.51758,13.46481
Restaurant Sala Thai,10247.0,52.5146,13.46807
Fedora - Russischer Imbiss,10247.0,52.513909999999996,13.47551
Nuke Club,10247.0,52.51831,13.471770000000001
medEATerranean trip,10247.0,52.51016,13.457970000000001
Milchschnitte,10247.0,52.514019999999995,13.46464
Revolte Bar,10247.0,52.51845,13.46551
Kaffee Karamell Voigtstraße,10247.0,52.5165,13.468279999999998
Sweet Sisters,10247.0,52.51859,13.464129999999999
Aunt Benny,10247.0,52.5103,13.471179999999999
By Denni's Broiler & Dönerhaus,10318.0,52.480109999999996,13.52544
Pho Mamas,10247.0,52.51492,13.46106
La Despensa,10247.0,52.51595,13.464670000000002
Cargo Gastronomia,10247.0,52.515640000000005,13.464570000000002
XXL Pizza,10247.0,52.514669999999995,13.46285
Zero Stress Pizza,10247.0,52.51425,13.46473
Sai Baba,10247.0,52.516380000000005,13.46565
ACM Kebap Haus,10247.0,52.51408000000001,13.468879999999999
Minimal Bar,10247.0,52.51643000000001,13.464020000000001
Haroun Berlin,10247.0,52.515769999999996,13.467939999999999
Musti Döner,10247.0,52.515,13.467479999999998
Lolly-Pub,10247.0,52.51795,13.465689999999999
Schmakofatz Deutsche Küche,10247.0,52.5188,13.4688
Burgerwehr,10247.0,52.5165,13.46548
Chai Ji Indisches Restaurant,10247.0,52.516580000000005,13.463410000000001
Cool.Knödeln,10247.0,52.51778,13.46316
Casablanca Imbiss,10247.0,52.51686,13.461839999999999
Ristorante Sole,10247.0,52.516130000000004,13.456470000000001
Restaurant Vineria Del Este,10247.0,52.51857,13.4643
Mekong Küche,10247.0,52.51749,13.46105
Curry Piraten,10247.0,52.51472,13.474260000000001
Bye Bye Cavaliere,10247.0,52.517590000000006,13.4611
Restaurant Koy,10247.0,52.51681,13.462079999999998
Tom’n’Jerry,10247.0,52.51781999999999,13.46173
Skywalker Gastro UG (haftungsbeschränkt),10247.0,52.517790000000005,13.461789999999999
Trattoria Da Dino,10247.0,52.51701,13.467970000000001
Restaurant Aposta,10247.0,52.514619999999994,13.4684
Bäckerei,10405.0,52.532790000000006,13.423739999999999
La Palma Pizzeria,10247.0,52.51517,13.46759
Eisdiele SchneeEISchen Berlin Eiscafé,10247.0,52.51276,13.467579999999998
Kokos Lieferservice,10247.0,52.512409999999996,13.47281
Aleppo Supper Club,10247.0,52.515519999999995,13.470870000000001
"SCHMACKOFATZ, Imbiss, Deutsche Hausmannskost",10247.0,52.5189,13.46879
Jamal El Shaam - مطعم جمال الشام,10247.0,52.5152,13.47345
Burger & Pommes,10247.0,52.515319999999996,13.473270000000001
F-Hains Pizza,10247.0,52.51656,13.47255
TL Asiatische Küche,10247.0,52.51616,13.47119
Englers Unikat,10247.0,52.51899,13.466579999999999
"Bistro Samariter - Leckere Pizzen, Döner und mehr",10247.0,52.51856,13.46587
Thai Curry,10247.0,52.517419999999994,13.46609
Eisautomat,10247.0,52.51438,13.47415
Papaleo,10247.0,52.51798,13.46786
Kiez Cuisine,10247.0,52.51778,13.46561
Buffet der Saison,10247.0,52.51416999999999,13.47674
Gaststätte Zum Igel,10247.0,52.512080000000005,13.47525
Thang Long Sushi,10247.0,52.51616,13.47119
FUTURA Neapolitan Pizza,10247.0,52.517269999999996,13.47154
Brutz & Brakel,10247.0,52.51773000000001,13.461829999999999
I AM Delicious,10405.0,52.53405,13.41494
Corner Back,10247.0,52.514230000000005,13.473889999999999
Imbiss,10247.0,52.523709999999994,13.463170000000002
Chouquette Café,10247.0,52.51331999999999,13.45854
Lili Marlene Dart|Café,10247.0,52.51526,13.467629999999998
Eis,10247.0,52.51709,13.46804
Pizzeria Fabella Pizzeria Fabella,10247.0,52.518159999999995,13.454379999999999
Trautes Hain,10247.0,52.51716999999999,13.45398
"Ryans Eis, Waffel & Co.",10247.0,52.52058,13.45885
Café Adrijan,10247.0,52.517340000000004,13.454
"CoffeinCentrale, Kaffeerösterei & Café",10247.0,52.513490000000004,13.462670000000001
Elixier Gin,10247.0,52.51335,13.45871
CarlaConradPaula,10247.0,52.51035,13.46884
Verzuckert Berlin,10247.0,52.51801,13.46292
Bakery Heinevetter,10247.0,52.51765,13.453879999999998
KleinMein Coffee & Coworking,10247.0,52.514990000000004,13.47148
Mama Maria's,10247.0,52.51536,13.461210000000001
DDR Softeis,10247.0,52.515130000000006,13.46371
BANKERT. Vinyl-Café,10247.0,52.5161,13.460920000000002
Mischkassette Coffee 2 Go,10247.0,52.5166,13.46446
Herman Schulz Café-Bar,10247.0,52.51269,13.468820000000001
acm coffeeservice,10247.0,52.517309999999995,13.46083
Frozen Joe,10247.0,52.514219999999995,13.4756
You Me - Sushi - Thai,10247.0,52.51523,13.46434
Volle Kanne Cafe,10247.0,52.51716,13.46142
Tina Zimmermann,10405.0,52.53295,13.414629999999999
Kiez Café AWO Berlin Spree-Wuhle e.V.,10247.0,52.51729,13.45295
Heritage Colonial Cuisine - Vietnamesisches Restaurant,10247.0,52.51589,13.45855
Grillo,10247.0,52.5149,13.46106
Eure Kneipe,10247.0,52.519090000000006,13.45514
ASIA POINT,10247.0,52.517869999999995,13.45384
Feinbäckerei Wenzel,10247.0,52.51503,13.463779999999998
Bäckerei Backfee,10247.0,52.51255,13.46667
Bakery Spätkauf OLIVE,10247.0,52.51789,13.461770000000001
Bäckerei ILBU,10247.0,52.512,13.47294
Lauschangriff,10247.0,52.51825,13.45531
Café Tasso,10247.0,52.515969999999996,13.45699
Center Grill,10247.0,52.513659999999994,13.472729999999999
Leander,10247.0,52.511880000000005,13.466520000000001
Yogi Haus Indische Spezialitäten,10247.0,52.51509,13.47163
Cafe La Tienda del Barrio,10247.0,52.513619999999996,13.45834
Café Gündem,12347.0,52.46068,13.43488
Seth Restaurant,10247.0,52.51726,13.46091
Ka(d)terschmiede,10247.0,52.51793000000001,13.458060000000001
Il Tinello,10247.0,52.51863,13.466029999999998
Krüger Eck,10247.0,52.5096,13.468020000000001
Linsays Cafe,10247.0,52.510830000000006,13.468879999999999
Lotos Ice Cream,10247.0,52.51149,13.468779999999999
Bar & Restaurant L´OROLOGIO,10247.0,52.511390000000006,13.4706
Schöne & das Biest,10247.0,52.513490000000004,13.462670000000001
Thai Snack,10247.0,52.51361,13.473720000000002
Yasumin,10247.0,52.513090000000005,13.46197
New Day Vietnam Heritage Food,10247.0,52.5145,13.45996
Kuddelmuddel Cafe & Kitchen,10247.0,52.512609999999995,13.46645
Kashmir Indische Spezialitäten,10247.0,52.514590000000005,13.45931
Asia Wok Berlin,10247.0,52.514030000000005,13.45875
Mi Rai - Asian Food,10247.0,52.5136,13.46918
Aashish Indian Restaurant,10247.0,52.51495,13.460329999999999
Eine wie Keine,10247.0,52.50807,13.472320000000002
Sindibad,10247.0,52.51529,13.4632
Bangkok For You,10247.0,52.515069999999994,13.46388
ASAHI SUSHI,10247.0,52.51535,13.47192
Restaurant Reichardt's,10247.0,52.51416999999999,13.472879999999998
wein&gut,10247.0,52.51673,13.468029999999999
Asia Pavillon,10247.0,52.51413,13.47451
Restaurant Anastasia,10247.0,52.51741,13.46584
Bagatelle,10247.0,52.5142,13.46776
Salamas Bar,10247.0,52.5143,13.4597
Supamolly,10247.0,52.51065,13.471520000000002
Mathes & Lautz,10405.0,52.53331,13.414679999999999
Café Casion 21,12359.0,52.452459999999995,13.439370000000002
Café Schmitts,10247.0,52.51118,13.46856
WEIN-Salon 59,10247.0,52.51781999999999,13.463470000000001
Bar Bobu,10247.0,52.51201,13.47069
Rockcafé HALFORD,10247.0,52.5122,13.46176
12° Aetherloge,10247.0,52.515080000000005,13.45897
Rock and Viking Bar,10247.0,52.51856,13.46895
Bariton Restaurant & Cocktailbar,10247.0,52.511359999999996,13.464020000000001
Bretterbude,10247.0,52.513709999999996,13.45841
[f.u.c.] Bar,10247.0,52.5117,13.46967
Sky Bar,10247.0,52.51413,13.468639999999999
Barzeit,10247.0,52.511990000000004,13.466520000000001
Tentacion Mezcalothek,10247.0,52.51328,13.46265
Friedrichs Wirtschaft,10247.0,52.51324,13.45859
2nd Home Bar Berlin,10247.0,52.514480000000006,13.459879999999998
Sohnemann Bar,10247.0,52.514219999999995,13.459539999999999
Vulcano Bar,10247.0,52.5189,13.466529999999999
Chinarestaurant Shanghai,10247.0,52.51385,13.470939999999999
San Diego,10247.0,52.51771,13.4693
Bac Hai,10247.0,52.513369999999995,13.45875
Morsh,10247.0,52.51331999999999,13.46248
Jasumin Restaurant,10247.0,52.51316,13.46195
Bäckerei Backfee,10247.0,52.525009999999995,13.452110000000001
Voudookitchen Burger & Crepes,10247.0,52.51325,13.46275
Döner Haus,10247.0,52.5141,13.468470000000002
Fröhliche Bäckerei,10247.0,52.51495,13.47371
Mahsuni Cam Imbiss,10247.0,52.514669999999995,13.462879999999998
Restaurant & Catering Friedrichshain MIO mare,10247.0,52.515840000000004,13.46468
Pho Viet Nam,10247.0,52.51546,13.46486
Kasiske,10247.0,52.51728000000001,13.466370000000001
Maru Restaurant,10247.0,52.5164,13.465829999999999
Asia,10247.0,52.51744,13.46604
Glückliche Bäckerei,10247.0,52.51804,13.46527
Shaam Restaurant,10247.0,52.5152,13.47345
Rigas Pizza Box,10247.0,52.51481999999999,13.47398
Asia Bistro,10247.0,52.522690000000004,13.465520000000001
הבית קפה עם העוגות של הולי מאמא,10247.0,52.5161,13.47305
Brezel Back GmbH,10247.0,52.51774,13.46595
Ei Heineuetter Konditorei,10247.0,52.5173,13.453
Asia Happy Box,10247.0,52.514880000000005,13.473870000000002
Saray Grill,10247.0,52.51413,13.47451
Lab Kitchen,10405.0,52.534819999999996,13.416870000000001
Shicha Cafe Badra,13357.0,52.547219999999996,13.372910000000001
Milch & Brötchen,10247.0,52.51665,13.46311
Holiday Bistro,10247.0,52.51691999999999,13.46137
Bizzy Bar,10247.0,52.51282,13.46405
Liberación,10247.0,52.513690000000004,13.4661
Radio The Label-Bar,10247.0,52.5158,13.45917
Yellow Burgermanufaktur,10247.0,52.5163,13.464839999999999
Mono Café,10247.0,52.515159999999995,13.473479999999999
Panenka,10247.0,52.51175,13.4696
Lotos Café,10247.0,52.513630000000006,13.46279
Sheriff Teddy Bar,10247.0,52.51145,13.463460000000001
Hansbach Bar,10247.0,52.51919,13.466679999999998
מסעדה יהודית כשרה,10405.0,52.534769999999995,13.419579999999998
Thai Curry Number One,10247.0,52.515269999999994,13.463920000000002
Don Sushi,10247.0,52.51327,13.458039999999999
Pizza Papà Pane ( Friedrichshain ),10247.0,52.513180000000006,13.45783
Delhi Palace,10247.0,52.51438,13.45974
SportsBAR 63,10247.0,52.51478,13.46645
Freibeuter,10247.0,52.51625,13.463429999999999
Queen's Cocktailbar,10247.0,52.513740000000006,13.472489999999999
Peters Bier-Bar,10247.0,52.515330000000006,13.4718
Café Clementine,10247.0,52.51121,13.47205
Mike im T,10247.0,52.51875,13.469079999999998
Allermunde Die Pizzamanufaktur,10247.0,52.51594,13.4579
Eatalian Berlin,10247.0,52.51229,13.461429999999998
Euro Bistro,10247.0,52.51478,13.466729999999998
Food Station,10247.0,52.5205,13.46269
Brezel Back GmbH,10247.0,52.51158,13.463429999999999
Gode Wind - Hauptstadtkogge,10317.0,52.49194,13.485610000000001
Schwäbische Bäckerei,10247.0,52.511509999999994,13.463339999999999
Batman Frühstückshaus,10247.0,52.51693,13.45413
Bäckerei & Stehcafé,10247.0,52.509730000000005,13.46771
Harun Ekim Looß Feinkost,10247.0,52.51509,13.46863
Bäckerei Pistoria,10247.0,52.51665,13.4687
Die Kaffeefreunde,10247.0,52.51781,13.468470000000002
Bäckerei Und Café,10247.0,52.51778,13.46885
La Peppina,10247.0,52.517680000000006,13.465929999999998
Bäckerei 2000,10247.0,52.517630000000004,13.457320000000001
Asia-Sushi Bar Rong Vang,10247.0,52.51461,13.46814
Emino,10247.0,52.51198,13.47301
Café & Bakery CaMelina,10247.0,52.51464,13.471039999999999
Cà Phê 13,10247.0,52.511509999999994,13.46991
Sakura Sushi,10247.0,52.51236,13.472629999999999
Haldi,10247.0,52.51495,13.4603
Ha Anh Asian Food,10247.0,52.51359,13.46918
Bowlero Bowling Berlin,10247.0,52.5196,13.467039999999999
Delhi Palast 🍴 Halal-pakistanisch/indischen Restaurant,10247.0,52.514359999999996,13.45977
Rong Vang,10247.0,52.514630000000004,13.46829
Trattoria Salute,10247.0,52.51505,13.46829
Montklamott,10249.0,52.52542,13.42903
Butterhandlung,10247.0,52.512130000000006,13.47088
medEATerranean trip,10247.0,52.510180000000005,13.45805
Lotos Yoga,10247.0,52.513630000000006,13.46284
Lecker eis,10247.0,52.51671999999999,13.46871
Der Bäcker Feihl,10247.0,52.51446,13.475589999999999
Tchibo Filiale,10247.0,52.51426,13.47434
McDonald's Restaurant,10247.0,52.51404,13.47555
immergrün,10247.0,52.514309999999995,13.474160000000001
Tam Yaki,10247.0,52.51445,13.47471
Freygangkeller,10405.0,52.53419,13.41712
NORDSEE,10247.0,52.5142,13.474429999999998
Konditorei Nicolai Hochzeitstorten & Catering,10247.0,52.51472,13.45955
BackWerk,10247.0,52.514219999999995,13.47475
Subway,10247.0,52.52285,13.462660000000001
Kalter Hund Manufaktur und Espressobar,10249.0,52.52585,13.451889999999999
Subway,10247.0,52.51515,13.462779999999999
Salami Social Club,10247.0,52.515080000000005,13.46335
Mom's Creation Vegan Restaurant Friedrichshain,10247.0,52.51562,13.460720000000002
Teekränzchen,10247.0,52.51484,13.461670000000002
Bäckerei & Konditorei Thürmann,10247.0,52.43391,13.37587
Shop der Brezelbäckerei Ditsch GmbH,10247.0,52.51385,13.47548
Pizzeria Castello,10247.0,52.51823,13.454310000000001
NOA Black Lounge,10247.0,52.51574,13.46013
